ID,tweet,ingredients
1354939377802162178t, Yeah I wont be injecting poison into my body to do what my own immune system can do Trying to persuade people to get a vaccine for a virus with a 98 survival rate is ridiculous,1
1340970899957194752t, How can we make sure this covid vaccine is truly latexfree The manufacturer hasnt said anything about potential cross contamination etc Those of us with a severe allergy to latex are terrified of a possible anaphylactic reaction ,0
1371365502199685121t,Netherlands halts use of AstraZeneca COVID19 vaccine The Netherlands on Sunday joined a fastgrowing list of countries suspending use of AstraZenecas COVID19 vaccine after reports of unexpected possible side effects from the injection ,0
1274085285073207296t, Could theCOVIDvaxx cause autism According to new studies if it contains glyphosate weed killer andor aluminum yes Consumers are asking the Top Ten Vaccine Manufacturers CDC Fauci and FDA to test the COVID vaccines for glyphosate and other toxins,1
1298188564962975746t,A senior Catholic archbishop has warned he is deeply troubled by Australias vaccine deal with AstraZeneca saying the potential vaccine uses a fetal cell line that creates an ethical quandary for Christians ,1
1354638874362826752t,  You might want to look into it a little more Its barely even a vaccine but mRNA vaccine technology that has not been tested longterm and may worsen infection through pathogenic priming And could cause autoimmune disease and doesnt stop transmission ,0
1354013127134879744t,   This is the first time ever that Polyethylene Glycol has been used in a vaccine Youd think they would complete full human trials in this case Not even the Phrama virologists and scientists can guarantee that there isnt risk in this vax,1
1263663355228717067t, I am NOT getting a COVID vaccine unless they prove they did large doubleblind placebo based studies can prove it contains no heavy metals no whole or partial human dna no nanofilaments or nano devices no neurotoxins no animal retroviruses and no sterility suppressors,1
1339765309444644865t, Even before the nano aluminium particles were found in the Pfizer vaccine I decided to give it a few years to see what contra indications aroseThe fact iswe dont know what ingredients it contains but it can cause anaphylactic reaction in some people who suffer allergies,1
1326630440371937281t,    The Pfizer vaccine uses mRNA which fools your body into making the spike protein from Covid The protein by itself does nothing except provoke an immune response to the virus itself,1
1293246301644238848t,Im not taking a Russian vaccine until a Cuban doctor tells me its ok,0
1337531152110940167t, I was offered a day ago and refused I have never been one to suffer from that kind of thing The bones and joints are failing but the immune system is decent so I will hang fire for the moment I retain the right to change my mind Same with the Corona vaccine,0
1330836728412827650t,     My wife and I have been saying all this for ages and were not specialists It is absolutely criminal that this has been banned Shocking level of censorship Its all about flogging a vaccine Too much money at stake for Big Pharma and colluding politicians,0
1368538336273502211t,  This is why Im not getting a covid vaccine sadly They were all made using aborted baby cells,1
1438880280652259331t,6 The Israelis were convinced that the efficacy of the  vaccine was waning over time especially in people over 60 years of age They felt there was a clear decrease 6 mos after full vax MORE ,0
1325852892671193091t,  The problem is  and I am NOT an anti vaxxer  many people like me wont trust it because of its association with this administration Pfizer needs to up its game if they want us to trust them and their vaccine,0
1312017133396779063t, The russian vaccine that causes you to sprout man boobs an orange complexion and bad hair Oh wait ,0
1328523072337416192t, Moderna is using aborted fetal stem cells in their vaccine Mr Woods,1
1333434781783257089t, Whats in it Does it utilize genetic modification technology mRNA editing CRISPR etc How can a vaccine be made for something that hasnt been organically isolated What are the long term side effects Why are cures for flu and lung infections being suppressed,1
1432672464463704065t,Natural immunity is by far stronger than immunity conferred by the Pfizer vaccine Video from From the Hill TV The narrative is finally changing ,0
1385549673214132230t,    People not kids Surely you protect your kids from things that might harm them No data to suggest Covid does The vaccine isnt even approved for them yet  potential long term side effects are not known Kids are not getting sick or dying from Covid,0
1288294661107392513t, Recombinant DNA I will wait for the side effects of those around me You wont Tuskegee me A new vaccination type That uses spliced DNA  with UNKNOWN cons To make us go to work ANTIPOTUS ,1
1423230762195767298t,  The all singing dancing Biontech vaccine needs a third shot what has Germany been buying hoodwinked by Pfizer  The responsibility is to make sure every one world wide as vaccination before any duff 3rd shot,0
1349193283629551619t, Grandma got covid vaccine She still got covid but didnt even know she had it didnt get tested Grandson little Tim visited Grandma She unknowingly spread covid to unvaccinated Tim Tim recovered but has ongoing heart  lung problems Gov hasnt approved vaccine for kids,0
1262493476119166976t, Will you make sure vaccine is Corona free Was it grown in dog tissue You could create virus storm if kids contract covid Happened US military last year Science reported on it Dont Do This,1
1364161800950923272t,Gardasil HPV Vaccine Contains Chemical Used in Biological Warfare ,1
1344232012115271683t,Whats the essence of administering PfizerBioNTech vaccine for COVID19 if taking the vaccine will not prevent you from getting infected spreading the virus Its even uncertain if the vaccine will cause infertility or has long term side effects Something is amiss,0
1375086637663744006t,    Never had an rna vaccine as they are new Also never had a vaccine made within a year Last time I got a shot was about 15 years ago No I didnt study vaccines when I was a little kid,0
1374975571327737860t,Canada says AstraZeneca COVID19 vaccine safe but adds blood clot warning Safe blood clotting is contradictory Makes no sense It is briefly unsafe  via ,0
1370821047298187275t, The Johnson  Johnson COVID Vaccine does not include PEG Once again The vaccines like all vaccines  medicines include nonmedical ingredients There needs to be more transparency  alternatives for those with hypersensitivity to the nonmedical ingredients,1
1377168235494187013t,   What a totally vile person Those that do not want to be part of a human experiment have the same human and civil rights as you Do you even know the ingredients of the vaccinechimp adrenovirus and aborted foetal cells On the Gov website for all to see Good Luck with future,1
1262494861489405952t,    Wrong he is pushing for a vaccine to be ready too be fast,0
1329550059751477249t,The shocking reason why Pfizers coronavirus vaccine requires storage at 70C  because it contains experimental nanotech components that have NEVER been used in vaccines before ,1
1288233326642253825t,Bill Gates is full of shit why do we have someone who is not a doctor in charge of finding a vaccine America is looking really stupid right about now,0
1347952021505191937t,Four Deaths in Elderly Reported From 3 Countries During First Days of Vaccine Rollout COVID19 Vaccine Reactions   ,0
1356669403450982410t,Pfizer Forecasts Roughly 15 Billion in Revenue for 2021 From COVID19 Vaccine Pfizer expects total revenue in sales of CCP virus vaccines it has developed with Germanys BioNTech to generate roughly 15 billion in 2021 They pray on the sick ,0
1273426064002494464t,  Dear mark and Pfizer pharmaceutical I dont CONSCENT to taking your cancer causing microchip Coronavirus vaccines injections stop poisoning us Click on the picture ,1
1336702520891232259t,6 people died from Pfizer vaccine Why is BBC not talking about it ,0
1255639272834523136t,Why are you injecting disinfectants into your own body Dont believe you are Ever heard of a vaccine Two common ingredients in vaccines Thimerosal  DISINFECTANT Formaldehyde  DISINFECTANT Prove me wrong Q Qanon,1
1299710904704135170t,Johnson is a stooge for the establishment plan to punish and destroy the free world Under Johnson a future of chipped humans constant surveillance and lifelong vaccination under Chinese style social crediting The Nazti Party need to be overthrown and sense restored Now,1
1345360490571198464t,NurembergCode  Going to block all medical practitioners who say that we should not worry our pretty little heads that the UK Govt intends to use the Pfizer vaccine in a way that it is not licensed to be used That the thin end of a very large wedge JosefMengele,0
1255582173534486528t,     They call it vaccine injury not specific to one cause There is enough evidence to say correlation but that doesnt mean causation So they look at the chemicals added to preserve the vaccine which can cause harm Not to everyone Thats why they look for safer vaccines,1
1284718782380937221t,   Instead of injecting an antigen  adjuvant as with traditional vaccines Moderna plugs a small piece of coronavirus genetic code into human cells altering DNA throughout the human body and reprograming cells to produce antibodies You can be a guinea pig if you choose to,1
1305054112757682179t, The OxfordAstra Zeneca vaccine is made with aborted foetel cell lines Google HEK293 Even the vaccine industrys biggest cheerleader now admits traces of the dead baby cells come down that needle into your body Comfortable with that Catholics ,1
1331666605890220032t, Pfizer lied about its drugs hence 2 billion fine They were also sued by nigerian parents whose kids died from their vaccines At the end of the day we all have the nouse to choose I for one choose not to have aborted fetal cells in my body,1
1221203575876907009t,   I wouldnt be against vaccines if they didnt continue adding more and more to childrens vaccine schedule There are also many harmful ingredients that are hurting many children and teens You can blindly follow the pack if youd like,1
1431929092409106434t,In Okinawa the vaccination with the Moderna vaccine has been suspended after it was discovered that the vaccine had been contaminated with some metals It is thought that the contamination occurred during production stage Outside the US Moderna p vaccine is produced by the,1
1336405376749633536t, Pfizer Covid19 Vaccine is 95 effective at proving they did not follow established protocol in development That it does not use actual virus samples as a basis That it does not protect against infection That it is full of dangerous toxic contents That only fools would take it,1
1254796217210503169t,Who the hell is  to decide this I will NOT allow his tainted vaccine into my body especially if its designed using s blood HELL NO,1
1319446109236977666t,Johnson  Johnson paused their vaccine because someone had a reaction to it that couldnt be explained My guy,0
1319284471640649730t, experts now wonder if recent bad flu seasons are in part the direct result of mass vaccination herd immunity may now be weaker and some severe cases may be specifically caused by the vaccine ,0
1336935915600666625t,My aunts Gertrude had the COVID vaccine and 12 hours later she was dead In the minutes before she died she turned fluorescent blue and he head spun around several times We need to spread the word This vaccine isnt safe fakenews covidiots microchips,0
1250828541673046016t,   If flu shots are the template it doesnt matter to them that a corona vaccine works it only matters that you take it,0
1352738662430212097t,I hear Hank Aaron died from the CoVid vaccine and didnt HAVE CoVid,0
1326821675011354624t,  Its common sense to take 10 years on average to test a new vaccine before infecting the population and risking huge health issues Look at swine flu for an example of how rushing a vaccine for a virus with a tiny mortality ends Covid has 9996 survival FFS,0
1301929685685805057t, No thank you I saw how the moderna vaccine comes with a tracker and scanner It can also mess with your dna and cause cancer This is coronavirus nr 7 No vaccine was ever successfully developed for the other 6 My God created immune system works better than a vaccine,1
1404462727670730755t,For the record I considered getting the Novavax vaccine since September because I had ZERO trust in the mRNA vaccines and I was 100 right about that But if the safety profile is bad Im definitely not getting it We need a thorough and honest read and discussion about this,0
1326190241909256197t,  I will never take something especially an rna vaccine developed by Pfizers There has never in history been a vaccine 90 for flu Suddenly they have come up with one less than 6 monthsyou take it and I will see how you get on in the coming years,1
1297657927684292608t,I am not getting a vaccine until JoeBiden is President How in the hell can you trust that Crazy Person in the Whitehouse who is treating the United States like a TV Show and make believe He practically put a gun to the FDA heads to pull a scam This is really HORRIBLE,0
1340351049295642624t,of reactions were observed with the Moderna vaccine it could be speculated that it could be linked to a common ingredient between the 2 vaccines referring particularly to polyethylene glycol PEG which is used in the lipid nanoparticules LNP mRNA carrier There has been,1
1263631685658148864t,  I hope the one thing good coming out of this covid situation is people realising and looking into whats being put in vaccines more,1
1376588715628261376t,When Michiganders get a Johnson  Johnson COVID19 vaccine paid for with certain federal funds a new state law mandates that they must be informed that it was developed using a stem cell line from an aborted fetus  via ,1
1353695107803971584t,      First Do we know if it was the vaccine that killed these people Second NO therapy is 100 safe It is always a matter of benefitcost analysis I agree that cases like these MUST be investigated I expect to be about 80millionth person to get 1st dose Im not worried,0
1308432597064843264t,Second AstraZeneca volunteer reportedly suffers rare neurological condition but UK company says its not related to vaccine  2020 The Year Governments Killed Hundreds of Thousands of Their Own People  This Is All A PsyOp David Icke ,0
1432004390026727431t,Two dead after Moderna vaccination in Japan  again contaminants found ,1
1286676436724539392t,I think the covid 19 vaccine may contain dna to shrink everyones testicles and reduce sperm Reply,1
1325812588526129153t,BBC News  Covid vaccine First milestone vaccine offers 90 protection  This is the Oxford Uni vaccine not so my UK Nurse sister tells me from aborted baby tissue,1
1326604451956862976t, I hear your dad our wonderful President get a vaccine through Pfizer Is it true this vaccine has tracers in it Check out the video below Maybe the administration should address what many doctors are saying ,1
1387699155829673984t,The Russian Sputnik V vaccine contains a selfreplicating virus the risk of vaccinated people  SCIENCE,1
1219995104007610370t,To say vaccines work is like a wholesale stamp of approval for every vaccine campaign pushed by WHO CDC bigpharma Some vaccines have been helpful or some vaccines would be helpful if would show that we are aware of the antihuman bias inherent in the system  these entities,0
1320385037423026176t, Theres much more Since 2013 flu vaccine development uses different cell lines and all those species carry coronavirus ,1
1289281754642239490t,  I have a friend who gave a single MMR to her son who immediately displayed symptoms of autism afterwards He was diagnosed soon after Biggest mistake of her life They used chelation therapy and hes totally better Chelation removes heavy metals Vaccination adds them,0
1344644995505156097t, 1 The way I understand it is not that simple Pfizer vaccine not the best for us because must remain frozen in transport and we are far away Also it now shows allergic reaction 10x more than other vaccines acc to Barry Schoub,0
1375015697437356032t,   You are under the impression vaccines mean you wont catch covid which is not proven People can catch it more than once for example also immunity isnt assured for ever by a vaccine and no one is clear how long it will last,0
1329287703691624448t,The shocking reason why Pfizers coronavirus vaccine requires storage at 70C  because it contains experimental nanotech components that have NEVER been used in vaccines before Look up Harvard 2003 gates Lieber nano virology research Im sure it was all innocent NOT,1
1303148928511205376t, This is scaring the hell right out of me I already knew not to trust Gates and Ive been looking to see what vaccine places dont have his name in it Even the one potus mentioned  pfizer does,0
1300322427352752131t, I feel Wuhun Covid cinematizedis a secret mission to keep us in Covid trauma so that we demand Vaccines onlyraise no voice for other crisisPeople die from many diseases in thousands daily in world Now Covid is added in all death certificates Many involvedis a distraction,0
1352700688200036352t, How can a vaccine work when its not been tested for months on a new variat Stop taking sh,0
1374445381228982291t, Its funny the side effects 50 from the vaccine are the same as SARSCOV2 symptoms so instead of having a fever or fatigue from the virus you get it from an experimental drug which has no long term data on safety Great ,0
1185221516553867275t,There is a report of heavy metal in baby food Says it interferes with the way the brain is wired What about the metal in vaccines They worry about food but not a vaccine WhyPlease  look it up and consider what about vaccines,1
1334623978254700547t,Look for yourselves at what is in the Pfizer vaccine and decide for yourself whether or not you will have it You decide ,1
1297998926642130949t,  It is not going to end there they will keep pushing you have wore masks so now take an untested vaccine then get chipped then only have money on your card that can be taken away anytime yes I know you will block me so go ahead,1
1307840092841693190t,  The liability to Pfizers reputation if they release a vaccine thats unsafe and ineffective in the middle of a pandemic Nahpretty sure you cant legislate that genius,0
1348169511195860993t,There are HEK293 Human Embryonic Kidney cells in the Oxford vaccine however reassuringly While living human cells can only divide around 50 times those foetal cells have been genetically modified so they can divide an infinite number of times ,1
1346398695957426177t,Steven Brandenburg removed 57 vials of the Moderna Covid19 vaccine in an attempt to destroy them because he believed  wrongly  that they were dangerous and could alter human DNA ,0
1335825455140593669t, I agree 100 There r currently 2yr clinical trials being conducted that test mediumlonger term side effects  also disease enhancement This is one such trialAstra Zeneca  This doc is an eye opener regarding disease enhancement ,0
1311083053687554048t,     List the ingredients Adjuvants are used to initiate an antibody response If no adjuvant then what is being used You keep making statements without any citations The Pfizer vaccine has a 50 adverse reaction rate as well Bill Gates backs it too which is scary,1
1364625306477342725t,   Then they dont have it But has this vaccine been made from aborted baby cells  but if they refuse it then they will be unable to return to normal things to do if they hopefully bring in the vaccine passports ,1
1354788132319866881t,   Add to that we are seeing people who had the vaccine over 4 weeks ago in ITU with Covid pneumonitis so maybe stop unethically enrolling people in a clinical trial they didnt consent to Start following the research and science and role this vaccine out properly,0
1301286340580069377t,CDC Tells States How to Prepare for Covid19 Vaccine by Early November  I guess I wont see 2021 cause Im NOT taking this fucking vaccine Believe that Fuck these evil sons of bitches ,0
1354963927461978113t,The vaccines  Stop playing with figures so you can say look at us That will come back to bite you with the Pfizer vaccine Youll have vulnerable ppl with a delayed 2nd dose who then become ill because they believe they are innoculated when they may not be,0
1293250559307374593t,  Mandating a Covid vaccine to all citizens is pure unadulterated fascist totalitarianism Citizens should mandate public verified vaccinations first to Bill Gates Fauci and all those who are profiting billions from this DNA altering untested Frankensteinian vaccination,0
1296010336907038720t, AstraZeneca is made with the kidney cells of a little girl aborted back in the 70s,1
1337589804289036289t,that emergency pfizer vaccine pushing thru is a little sus,0
1414735274316345344t,FDA flags small risk of neurological disorder after Johnson and Johnson vaccine ,0
1360455078881226753t,Johnson  Johnson had asbestos in baby powder what makes you think Johnson  Johnson wont put battery acid in Covid vaccine If you are a vaccine influencer or you have Cyril on your header dont comment,1
1257974058521681920t,  Hi Heather Im with you on this issue and we refuse those for that reason Do we know Pfizer is using aborted babies in the Covid vax or is that just based on the fact theyve used them in other ones,1
1294594907189870592t,Its Getting REALLY Serious look at this connection between Fauci Gates Jeffrey Epstein George Soros and Moderna The X bankrupt company now making a vaccine  via ,0
1298066234118873088t,   Bless your heart Science says a vaccine with 50 effectiveness is about the best we can hope for Like the flu Seems like youre in for the long haul,0
1328326577923502080t,VACCINE KNOWLEDGE PROJECT SAYS In the case of the MenB vaccine for example it took nearly 20 years from the first idea to the vaccine being licensed for use So not next month then your media tells lies dailymail vichy CovidVaccine SCAMDEMIC2020,0
1336192758537543681t,    Yes no one is forcing But India is tet to order Pfizer doses Now everyone wants it and the government is saying Shut up and take this 60 effective vaccine,0
1376969914989211651t,I watched a tutorial from a RN in Atlanta who was black They said that they mRNA protein thats in Pfizer is bad for the melanin in people who are black so could imagine being black and getting the covid vaccine   And 1 of the side effects in 6 months is you get vitiligo ,1
1325816689968242688t, Ha Pfizers vaccine gives men a 90 chance of not getting Covid and 100 chance of getting an erection,0
1354521361025216514t, If you can bottle that optimism up mate sod the vaccine youll make bloody millions ,0
1255864714111967239t,Forced vaccination is a crime against humanity And violation of 1 Nuremberg Code 2 UNESCO Universal Declaration on Bioethics and Human Rights art6 3 UN International Covenant on Civil and Political Rights art 7 4 UN Universal Declaration of Human Rights art 3,0
1371564356840742912t, About Vaccin  please take note of the following and take action  More than a dozen countries mostly in Europe have suspended the use of AstraZenecas COVID19 vaccine amid fears the shot may have caused some recipients to develop serious blood clots ,0
1323654004182642689t,  Not an anti vaxxer Just warned people about Oxford vaccine because it has shown some very serious adverse effect But its totally up to you We have developed our vaccine which is ready for human trials Read ,0
1375843911315251202t, mRNA vaccines never been used in humans before multiple issues with prior mRNA vax attempts in animal models with autoimmune issues and excess mortality Swine flu vaccine halted due to causing narcolepsy Phase 3 trials end in 2023 anyone who takes this is enrolling in a trial,1
1293805805314215937t,  Some vaccines such as that made by Moderna use cell line from aborted baby tissue  HEK 293 aborted fetal cells Sonfi Pasteur  Protein Sciences use ethically gained DNA insect cells ,1
1302446835735252992t, STOP the LIES STOP the Fearmongering STOP the Brainwashing STOP the Propaganda STOP carrying Faucis WATER paid for by Bill Gates NoMasks NoVaccines,0
1341430883400597506t,  PEG Baylor OhioState List of 13 SARSCoV2 vaccines here Personally Im interested in 7 and 9 Please be aware Suspicions grow that nanoparticles in Pfizers COVID19 vaccine trigger rare allergic reactions cont  unido Dobbs ,1
1352745869855092736t,  confirms the Pfizer vaccine contains cell lines from an aborted feotus and chimpanzee adenovirus vectors Cant wait can you,1
1348721115414360070t,Discuss If youre 50 healthy  have no conditions or situations that may put you at extra risk you DO NOT need a vaccine for covid19 If youve had covid you DO NOT need this vaccine The already very ill  very old  very fat should 997 natural recovery BBCPanorama,0
1374912527214247936t,Not taking no vaccine 76 accurate  I will gladly stay home 247 for now or quarantine for 2 weeks if I go out,0
1394573979537580032t,Hal Turner Radio Show  BREAKING NEWS  URGENT  Connecticut Publishes Moderna COVID Vax Ingredients DEADLY POISON SM102  Not for Human or Veterinary Use ,1
1376185766477508620t,you wouldnt have this problem if you get the vaccine comes with a microchip,1
1303766220597080064t,And  has no legal liabilitythey do have a moral liability but without a heart and conscious it doesnt matter Look for a vaccine from Moderna as in mod e rna  modified RNA We need to know that they are not putting modified RNA or DNA from aborted babies and HIV,1
1430182754700902422t,  Thats why a live virus vaccine produces a stronger response than a dead one And using only a recombinant spike protein as in the Novavax vaccine usually produces a weak response because the immune system notices that its not that serious So they add something called an,1
1331353973564067845t,   They did not need them China published the DNA code for the virus in January They didnt use viral particles in the vaccine An adenovirus is used to deliver genetic material,1
1330189034967199746t, Covid19 Vaccine  AstraZeneca Look at the ingredients Would you take this Not me ,1
1298684728204288000t, Make this go ViralHuman 20 Vaccine Anyone GMO RNA Vaccine ingredients questionable as is  Mutant genesincreased cancers  autoimmune diseases Digital Vaccine human tracking 5G AI Luciferase UnNatural ElonModernaMITGatesID2020 ,1
1370764694861004804t,I will not take your Covid shot Its not a vaccine No its not I will not take it in my arm I do not want that deadly harm I will not take it in my thigh I do not really want to die I will not take your jabs and pricks To endup like Element 56 Barium ,1
1400628010043195397t,The vaccine wasnt created for covid covid was created for the vaccine,0
1344376885585858564t,   Not sure on what part of the vaccine doesnt stop you catchinginfectingdying from the virus that youre not quite grasping,0
1329753885989347332t,THE CULLING OF THE HUMAN RACE BEGINS See the Horrifying Ingredients in AstraZenecas Covid19 Vaccine  Absolute Truth from the Word of God ,1
1295902087335702528t,  Fuck off Do you know whats in vaccines For a start cell cultures from Aborted baby cells The Oxford vaccines that Morrison is pushing is made from a virus that is found in chimpanzees A lot of the vaccines change a persons DNA so the ingredients can get into your T Cells,1
1330714849257644032t, Tell me Sir Why would you be willing to distribute A vaccine by Bill Gates company ModernaHe has nano chip technology in these vaccines and he has stated he wants to eradicate 6 billion peopleJust wondering God Bless you Sir,1
1338827316517089281t, Govt Media etc treat people like complete fools There seems to be a mass madness No one knows the side affects and dangers of a vaccine against a new virus only a year old Its deception trying to get people to believe it Pfizervaccine CovidVaccine COVID19,0
1359842435535314950t,It seems to me the vaccine goals are wrongThe community expects a Covid free life but Astra Zeneca cannot deliver this A huge failure that the Aust public will not accept   This will be a huge election issue,0
1312200981426266112t,The first human trials of the covid vaccine have startedlets take a look at what they want to inject in Us shall we Click on this link ,1
1286166166474555393t,This is good news but were worried it will then add to the pressure to deem the vaccines acceptable See  US agrees to pay Pfizer and BioNTech 2 billion for 100 million doses of coronavirus vaccine  ,0
1340322833101070336t, Let me guess You prefer Modernas different lipid delivery systems The ingredient likely causing allergies polyethylene glycol is in both vaccines Modern will prob be more widely available in WI,1
1351583449929441281t,Healthcare worker had to be placed on a ventilator after taking the  shot COVID19 Vaccine Reactions ,0
1327908582403280896t, You obviously do not see it as a problem fine Agree to disagree Do you think you could help research the placebo used in the Pfizer mRNA vaccine please That would really help TIA,1
1352891088495812611t,Vaccine with tracking chipthey are same across the globe ,1
1366057209705213952t, Although Pfizer openly admits that there are nanoparticles  lipids in their so called vaccine,1
1336497553983102978t, FDA Admits 2 People Died In Pfizer Trials Vaccines And Nanoparticles  ,1
1376657085056843782t,    Youre worried about the unknown long term affects of covid on others but not the unknown long term affects of the vaccine Makes sense,0
1244252413537722369t,Theyre gonna come up wa vaccine  in that vaccine everybody is gonna have to take it   inside of that vaccine theres going to be some type of electronic computer device thats gonna put some type of chip in you  maybe even have some mood mindaltering circumstances,1
1415682904378642436t,Warnings from right and left about Johnson  Johnson vaccines link to rare disease In 1976 in reaction to 400 to 500 cases of GuillainBarre Syndrome and 25 deaths from it the entire swine flu vaccine program was shut down ,0
1371488017567858691t, To get the vaccine that doesnt actually prevent you from getting Covid No thanks but please everyone else get vaccinated so we can stop wearing masks,0
1334604662738182146t,   Help us get answers Mike or Julia Please As a Vegan  can you tell me the full list if Ingredients in your Covid vaccines  all of them   I will never ever consider taking a vax until you answer this question    ,1
1367328976318906374t,Catholic leaders in New Orleans and St Louis are advising Catholics that the COVID19 vaccine from Johnson  Johnson is morally compromised because its produced using cell lines developed from aborted fetuses  ,1
1362496942954143752t,Former Detroit news anchor dies after getting COVID19 vaccine husband says cause of death unclear Not Good Hope therere answers ,0
1298365786642239488t,Eats the flesh and drinks the blood of the Son of God Boycotts Oxford COVID19 vaccine over use of fetal cells  via ,1
1445741022437261339t,BREAKING SWEDEN suspends moderna vaccine for the under30  citing myocarditis and other risks Denmark suspends it under18 ,0
1296897103663423490t,Yup Nicky and many Patriots have been warning us about UN 21 and Chinese take over of the world Covid is a tag team effort to as Trudeau arrogantly said depopulate the world So Womens rights became womens health became the vaccine and spygate,0
1334846186667319296t,ATTENTION BE CAREFUL WITH THE VACCINES AGAINST COVID19 NOT ALL ARE ETHICAL AND MORALLY ACCEPTABLE Some like the ASTRA  ZENECA one use tissue from aborted babies SPREAD THE VOICE ,1
1374137332086009857t, You   now trying 2 put restrictions on those WHO are hesitant 2 take the VACCINE yet Colorless Ppl at the FRONT of LINE How many LIES are you   going 2 tell  WHY Is COOK COUNTY LAST ON THE LIST 4 VACCINE You are a dirty lowdown BISH,0
1364759489535242240t,Just found out whats in the COVID19 vaccine I am disgusted and repulsive by this and will be opting out of receiving the COVID19 vaccine,1
1333487751979741189t,Never take any Gates or COVID vaccine as death rate for 65 years and down 4Covid is 1 in 3000 Trust me this 1person has medical issues That said Im not a dog with a chip for tracking Gates vaccinehas an ability 2track Gates vaccineshas had a bad effect on people,1
1326711530876936192t,   Then why did Pfizer put together an accelerated protocol and repeatedly state that theyd be able to announce something on efficacy in late October until crumbling at the last moment My guess is their uncertainty was whether the vaccine was merely a hit or a homer,0
1360470824478679042t,   At least its a vaccine The so called covid vaccine doesnt meet the definition of a vaccine,1
1327568655207591937t,     Without profits you get Ladas and Moskvitches and no money to develop new drugs in the case of Pfizer You have a chip and it preclude common sense and judgement,1
1222242393942044675t,  I hope that they dont put any baby powder in the vaccine,1
1286156622897741824t, He also said he was partnering with Pfizer Gates and Sorros are heavily involved with them All I know is Im not taking their vaccine even if it is forced All this is getting old wear maskdont wear mask AI recombinant RNA etc I will focus on whats most import ,1
1365629989786378244t,    Why do you keep calling it a vaccine when you know full well it isnt Its an experimental mRNA treatment being given without informed consent and against the Nuremberg code,1
1219677467683840000t,       say NO to vaccine mandates With risk there should be choice,0
1355711914811289604t,They dont have to get the vaccine They do not get to tell others what to do with their body,0
1366088016025030658t,   Informed consent Definition Permission granted in full knowledge of the possible risks benefits and consequences This is not possible with an experimental novel vaccine that is still in trial phases No longterm data Risk  Reward 0 covid risk for healthy 40yo,0
1333139516610134017t,V4VGLOBALDEMO most of us have vaccinated in the past and either we personally or a loved one were harmed With the new vaccine requirements soon to come out its important people look into the ingredients and risks themselves by reading the shot box insert ,1
1362143246172971011t,Part of what COVID19 Vaccine AstraZeneca contains Recombinant replicationdeficient chimpanzee adenovirus vector encoding the SARSCoV2 Spike glycoprotein Produced in genetically modified human embryonic kidney HEK 293 cells  contains genetically modified organisms,1
1326641796408029194t,Cynthia McKinney PhD  After inspecting the Pfizer patent this is what a physician sent to me Genetic vaccine either RNA or DNA directly injected into body cells or via a monkey adenovirus vector is highly disputable autoimmune disease genomic mutations,1
1304135798296469507t, FACT Indian health care workers not getting Covid cos they take prophylactic Hydroxychloroquine Who benefits from pandemic  ongoing fear Those who make sell and peddle the Vaccine Im provaxx btw  Note Its FAR RIGHT now to point out Truth  TruthSetsUsFree,0
1327046783902552064t,   So you would give this no notice at all Cynthia McKinney PhD  Nov 11 After inspecting the Pfizer patent this is what a physician sent to me Genetic vaccine either RNA or DNA directly injected into body cells or via a monkey adenovirus vector is highly disputab,1
1354027316423372804t,   Youd need much better evidence than currently exists that vaccineantibodies  sterilising immunity if youre to get over a Wednesbury irrationality threshold with regard to the govtCMOs judgment about risk,0
1334664113411207169t,Covid19 PfizerBioNTech vaccine judged safe for use in UK  Without longterm test and impact on immune system And a Covid19 survival rate of 997 Hippocrates rotates in his grave,0
1325900913161216000t,I simply do not trust this Pfizer vaccine it is a tool of government control and oppression as theres a drive into deep left field by castellanos and thatll be a home run and so thatll make it a 40 ballgame I dont know if Ill be putting on this headset again I dunno if,0
1377047855471321088t,s recent plastic surgery echoes how he sings he cannot feel his face Is that why he went under the knife New World Order looks painful  I have polymyalgia rheumatica wfacial nerve pain where half of my face goes numb so I am going to skip the vaccine passport,0
1353099231196680192t,I hate thinking that a vaccine possibly took a great one from us but I have seen firsthand the damages of vaccines andor the preservatives used in the vaccines,1
1300448446407749632t,Aside from being late the Novavax option is less promising than its competition There is no evidence it elicits a useful killer Tcell CD8 cell response to date which several other vaccines do It only gives rise to antibodies that we know of ,1
1318966569796501504t,  For anyone not realizing that the Corona crisis was planned years in advance   is a tool to destroy Western economies install Police State regimes  inject everyone with a poison vaccine  try reading this ,1
1376737509561016321t, You dont want the vaccine dont take it Have Ivermectin or Hydrochloroquine ready jic Tell your brother and family that you can wait on their visit It wont be long now,0
1375479200723898372t, Isnt that tautological The government is only vaccinating people who choose to be vaccinated and will continue to only vaccinate those who choose to be Some of those people will choose to be vaccinated because they want the benefit of a passport but thats still a choice,0
1253823910426087426t,I hope you will not allow Pakistanis to be guinea pigs for a dubious Chinese vaccine Let them conduct their own trials,0
1320278627397885952t,FDA refused continuation of AstraZeneca trial after three pauses 1 patient developed MS 2 Patient developed Transverse myelitis 3 Brazil volunteer died Rush for results could lead to inferior Covid vaccine say scientists ,0
